Region,Household Unique Sequential Number,2010Urban-RuralFIES,Final Weight Based on Projection (provincial projections),Survey Month,Survey Year,Psu Number,Replicate,Household Size,C101-Line Number,C03-Relationship to Household Head,C04-Sex,C05-Age as of Last Birthday,C06-Marital Status,C07-Highest Grade Completed,C08-Currently Attending School,C09-Graduate of technical/vocational course,C09a - Currently Attending Non-formal Training for Skills Development,C10-Overseas Filipino Indicator,C11-Work Indicator,C12-Job Indicator,C14-Primary Occupation,C16-Kind of Business (Primary Occupation),C17-Nature of Employment (Primary Occupation),C18-Normal Working Hours per Day,C19-Total Number of Hours Worked during the past week,C20-Want More Hours of Work,C21-Look for Additional Work,C22-First Time to Work,C23-Class of Worker (Primary Occupation),C24-Basis of Payment (Primary Occupation),C25-Basic Pay per Day (Primary Occupation),C26-Other Job Indicator,C27-Number of Jobs during the past week,C28-Total Hours Worked for all Jobs,C29-Reasons for Working More than 48 Hours during the past week,C30-Looked for Work or Tried to Establish Business during the past week,C31-First Time to Look for Work,C32-Job Search Method,C33-Number of Weeks Spent in Looking for Work,C34-Reason for not Looking for Work,C35-When Last Looked for Work,C36-Available for Work,C37-Willingness to take up work during the past week or within two weeks,C38-Previous Job Indicator,C40-Previous Occupation,C41-Did work or had a job during the past quarter,C43-Kind of Business (past quarter),"New Employment Criteria (jul 05, 2005)",,,,,,
17,44122,,167.1412,1,2021,210,42,9,9,3,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,
6,13856,,1720.8035,1,2021,1661,88,5,4,4,1,29,1,60001,,1,2,5,1,,54,80,1,8,48,2,2,2,1,3,515,2,,48,,,,,,,,,,,,1,80,1,2,,,,,
7,16223,,1483.5283,1,2021,2399,87,5,5,3,1,15,1,24013,1,2,2,5,7,2,,,,,,,,,,,,,,,,2,,,,8,,,,2,,,,3,2,,,,,
16,40542,,238.2278,1,2021,59,37,4,4,3,1,13,1,10018,1,,,,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,
8,17053,,266.2203,1,2021,437,8,5,5,3,1,14,1,24013,1,,,,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,
15,38847,,871.9494,1,2021,552,87,7,3,3,2,9,1,10013,1,,,,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,
7,15394,,294.4305,1,2021,323,35,4,3,3,2,24,1,60004,2,2,2,5,1,,83,50,2,8,48,2,2,2,1,4,250,2,,48,,,,,,,,,,,,1,52,1,1,,,,,
13,33549,,231.9905,1,2021,409,29,8,4,3,1,19,1,60001,1,2,2,5,7,2,,,,,,,,,,,,,,,,2,,,,8,,,,2,,,,3,1,,,,,
17,43377,,116.0846,1,2021,198,29,4,1,1,1,23,2,24013,2,2,2,5,1,,71,41,2,8,48,2,2,2,1,3,500,2,,48,,,,,,,,,,,,1,41,1,1,,,,,
6,12080,,307.3305,1,2021,101,85,5,1,1,1,76,2,24011,,2,2,5,1,,61,1,1,5,35,2,2,2,3,,,2,,35,31,,,,,,,,,,,1,1,1,2,,,,,
11,26348,,167.6693,1,2021,72,41,5,4,7,1,79,2,0,,2,2,5,1,,61,1,1,2,2,2,2,2,3,,,2,,2,31,,,,,,,,,,,1,1,1,2,,,,,
13,30497,,1673.2135,1,2021,482,87,5,3,3,1,39,2,60610,,2,2,5,1,,91,64,1,8,40,2,2,2,1,4,537,2,,40,,,,,,,,,,,,1,64,1,1,,,,,
9,21195,,315.9087,1,2021,143,88,6,3,3,2,11,1,10015,1,,,,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,
3,3512,,679.6258,1,2021,184,87,3,1,1,1,46,2,60002,,2,2,5,1,,13,41,1,8,48,2,2,2,1,7,,2,,48,,,,,,,,,,,,2,,1,1,,,,,
10,23512,,469.9239,1,2021,213,13,6,6,8,1,26,1,24011,,2,2,5,7,2,,,,,,,,,,,,,,,,2,,,,3,,2,2,2,,,,3,1,,,,,
13,32606,,431.6259,1,2021,198,23,3,3,3,1,12,1,10018,1,,,,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
13,35071,,478.8459,1,2021,348,86,4,4,3,1,20,1,24015,2,1,2,5,1,,71,95,2,4,8,1,1,2,1,4,350,2,,8,20,,,,,,,,,,,2,,1,1,,,,,
8,17108,,238.778,1,2021,289,9,4,3,3,2,17,1,34011,1,2,2,5,7,2,,,,,,,,,,,,,,,,2,,,,8,,,,2,,,,3,2,,,,,
13,32653,,469.5121,1,2021,489,22,7,1,1,1,43,2,24015,,2,2,5,1,,54,80,1,12,48,2,2,2,1,4,600,2,,48,,,,,,,,,,,,1,80,1,1,,,,,
14,37316,,82.2012,1,2021,67,10,8,8,6,1,6,1,2000,1,,,,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,
8,19118,,469.5377,1,2021,356,12,9,9,8,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,
8,18365,,553.6897,1,2021,109,85,8,4,3,2,31,2,24015,,2,2,5,7,2,,,,,,,,,,,,,,,,2,,,,7,,,,2,,,,3,2,,,,,
3,5267,,1544.6667,1,2021,890,86,10,8,8,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
16,40624,,418.1354,1,2021,211,86,4,1,1,1,35,2,10018,,2,2,5,1,,61,1,1,7,28,2,2,2,3,,,1,1,42,,,,,,,,,,,,1,1,1,2,,,,,
11,26287,,250.1661,1,2021,18,40,7,7,8,2,20,1,34013,1,2,2,5,7,2,,,,,,,,,,,,,,,,2,,,,8,,,,2,,,,3,1,,,,,
10,22513,,664.3572,1,2021,490,87,4,2,3,1,27,1,24015,,2,2,5,1,,93,41,2,6,18,1,1,2,1,3,210,2,,18,20,,,,,,,,,,,1,41,1,2,,,,,
3,5263,,1594.1983,1,2021,26,86,8,5,3,1,10,1,10014,1,,,,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
2,1666,,19.725,1,2021,5,2,3,2,2,2,58,2,10018,,2,2,5,7,2,,,,,,,,,,,,,,,,2,,,,7,,,,1,75,2,,3,1,,,,,
14,36868,,86.8133,1,2021,56,25,5,4,3,1,19,1,35011,1,2,2,5,7,2,,,,,,,,,,,,,,,,2,,,,8,,,,2,,,,3,2,,,,,
15,37942,,197.3798,1,2021,103,13,9,7,3,2,6,1,0,2,,,,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,
3,3459,,513.7274,1,2021,11,85,8,7,6,1,13,1,24011,1,,,,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
3,5082,,1622.5629,1,2021,1372,85,5,3,5,1,30,2,24015,,2,2,5,1,,93,41,2,8,48,2,2,2,1,3,700,2,,48,,,,,,,,,,,,1,41,1,2,,,,,
1,786,,394.7111,1,2021,216,88,5,3,3,1,18,1,34011,1,2,2,5,7,2,,,,,,,,,,,,,,,,2,,,,8,,,,2,,,,3,2,,,,,
10,22421,,163.4272,1,2021,276,9,2,2,2,2,54,2,10015,,2,2,5,7,2,,,,,,,,,,,,,,,,2,,,,1,2,2,1,1,91,2,,3,1,,,,,
17,42474,,307.3996,1,2021,158,24,4,3,3,1,15,1,24012,1,2,2,5,3,,52,47,2,12,84,2,2,2,1,7,,2,,84,11,,,,,,,,,,,1,47,1,1,,,,,
8,18410,,185.0509,1,2021,21,2,5,4,6,2,11,1,10013,1,,,,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,
13,35093,,417.1913,1,2021,557,85,3,3,7,2,77,3,10018,,2,2,5,7,2,,,,,,,,,,,,,,,,2,,,,6,,,,2,,,,3,1,,,,,
3,3855,,1368.2719,1,2021,1897,88,2,1,1,2,63,3,10014,,2,2,5,7,2,,,,,,,,,,,,,,,,2,,,,6,,,,1,92,2,,3,2,,,,,
5,10994,,283.0793,1,2021,733,88,2,2,7,2,81,3,10015,,2,2,5,7,2,,,,,,,,,,,,,,,,2,,,,6,,,,2,,,,3,2,,,,,
16,40421,,230.6882,1,2021,277,39,8,7,3,2,7,1,2000,1,,,,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,
4,8668,,1282.9007,1,2021,1028,88,4,4,3,1,16,1,24013,1,2,2,5,7,2,,,,,,,,,,,,,,,,2,,,,8,,,,2,,,,3,2,,,,,
5,9519,,366.107,1,2021,311,6,6,3,3,2,40,1,60003,,2,2,5,7,2,,,,,,,,,,,,,,,,2,,,,7,,,,1,44,2,,3,2,,,,,
12,26770,,672.3794,1,2021,445,85,6,1,1,1,61,2,10014,,2,2,5,1,,61,1,1,3,18,2,2,2,3,,,2,,18,20,,,,,,,,,,,1,1,1,2,,,,,
14,36558,,108.8621,1,2021,66,1,6,4,3,2,18,1,34011,1,2,2,5,7,2,,,,,,,,,,,,,,,,2,,,,8,,,,2,,,,3,2,,,,,
4,7507,,3430.8343,1,2021,2556,87,4,1,1,1,25,2,24015,,2,2,5,1,,93,41,2,8,48,2,2,2,1,3,400,2,,48,,,,,,,,,,,,1,84,1,1,,,,,
8,18371,,240.5879,1,2021,191,2,4,2,2,2,31,2,24015,,2,2,5,1,,14,47,1,8,56,2,2,2,3,,,2,,56,11,,,,,,,,,,,2,,1,2,,,,,
13,30350,,1875.5706,1,2021,1606,86,3,1,1,1,72,2,24015,,2,2,5,1,,83,49,1,8,40,2,2,2,1,3,400,2,,40,,,,,,,,,,,,1,49,1,1,,,,,
13,28734,,965.6049,1,2021,232,86,5,1,1,1,58,2,24015,,2,2,5,1,,83,49,1,8,56,2,2,2,3,,,2,,56,11,,,,,,,,,,,1,49,1,1,,,,,
4,8582,,1425.0501,1,2021,879,86,7,7,6,1,7,1,10011,1,,,,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,
13,29378,,224.643,1,2021,114,3,11,11,6,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
13,32837,,417.4712,1,2021,165,21,10,3,3,2,18,1,34011,1,2,2,5,7,2,,,,,,,,,,,,,,,,2,,,,8,,,,2,,,,3,1,,,,,
16,41000,,187.2713,1,2021,186,16,2,2,2,1,71,2,10015,,2,2,5,3,,52,47,1,4,28,2,2,2,6,,,2,,28,20,,,,,,,,,,,1,47,1,2,,,,,
3,3977,,1804.5775,1,2021,493,88,6,3,3,2,12,1,10018,1,,,,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
11,24780,,1147.4098,1,2021,316,88,5,2,2,2,28,2,24015,,2,2,5,7,2,,,,,,,,,,,,,,,,2,,,,7,,,,1,52,2,,3,1,,,,,
5,9390,,659.7304,1,2021,716,88,5,1,1,1,51,2,24013,,2,2,5,1,,83,49,1,6,42,2,2,2,3,,,2,,42,,,,,,,,,,,,1,49,1,2,,,,,
8,18171,,352.5806,1,2021,364,85,2,1,1,1,56,2,24015,,2,2,5,1,,11,84,1,8,8,2,2,2,2,7,,2,,8,20,,,,,,,,,,,2,,1,2,,,,,
15,38307,,330.6465,1,2021,161,28,9,7,3,2,8,1,10013,1,,,,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,
7,15822,,298.0342,1,2021,169,43,4,3,3,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
14,35836,,316.8748,1,2021,239,40,6,5,6,1,7,1,2000,1,,,,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,
13,34123,,546.8936,1,2021,125,15,5,5,6,2,15,1,24013,1,2,2,5,7,2,,,,,,,,,,,,,,,,2,,,,8,,,,2,,,,3,1,,,,,
1,315,,359.3509,1,2021,513,87,4,1,1,1,57,2,24015,,1,2,5,1,,54,80,1,12,48,2,2,2,1,4,540,1,1,55,11,,,,,,,,,,,1,80,1,2,,,,,
16,39917,,135.7114,1,2021,196,16,3,1,1,1,35,2,60111,,2,2,5,1,,23,85,1,8,40,2,2,2,2,4,1200,2,,40,,,,,,,,,,,,1,85,1,1,,,,,
6,12496,,430.6729,1,2021,238,85,5,5,8,2,20,1,35013,2,2,2,5,7,2,,,,,,,,,,,,,,,,2,,,,0,,1,1,2,,,,2,1,,,,,
17,43406,,178.3201,1,2021,113,27,6,1,1,1,51,2,10012,,2,2,5,1,,61,1,1,7,42,2,2,2,3,,,2,,42,,,,,,,,,,,,1,1,1,2,,,,,
6,12815,,282.6495,1,2021,231,39,8,3,3,1,40,2,24015,,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
4,7776,,2165.021,1,2021,694,87,7,6,3,2,13,1,10018,1,,,,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
3,4568,,317.2429,1,2021,130,4,4,1,1,2,32,4,61088,,2,2,5,3,,42,61,1,8,40,2,2,2,1,3,800,2,,40,,,,,,,,,,,,2,,1,1,,,,,
7,16240,,2027.4985,1,2021,1661,88,5,4,8,1,7,1,1000,1,,,,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
13,30131,,360.0693,1,2021,122,1,5,1,1,2,54,1,60914,,2,2,5,1,,22,86,1,8,48,2,2,2,1,4,576,2,,48,,,,,,,,,,,,1,86,1,1,,,,,
9,20894,,311.9373,1,2021,333,88,5,5,6,1,8,1,1000,1,,,,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,
8,18110,,1002.1346,1,2021,1278,85,4,2,2,1,50,2,60714,,1,2,5,1,,74,43,3,8,8,1,2,2,1,5,,1,1,22,23,,,,,,,,,,,1,43,1,1,,,,,
14,35747,,468.3911,1,2021,121,41,6,5,8,1,20,1,34013,1,2,2,5,7,2,,,,,,,,,,,,,,,,2,,,,8,,,,2,,,,3,2,,,,,
15,38158,,571.4713,1,2021,19,27,7,6,3,2,12,1,10015,1,,,,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,
5,9334,,669.703,1,2021,802,87,6,1,1,1,53,2,24015,,1,2,5,1,,72,24,1,8,40,2,2,2,1,4,500,2,,40,,,,,,,,,,,,1,24,1,2,,,,,
13,28825,,1317.7786,1,2021,619,88,2,2,8,2,23,1,60003,1,2,2,5,3,,52,47,2,3,21,1,1,2,3,,,2,,21,29,,,,,,,,,,,1,47,1,1,,,,,
10,23075,,493.2259,1,2021,486,86,3,1,1,1,30,2,10014,,2,2,5,1,,92,2,1,6,18,1,1,2,1,6,,1,1,36,20,,,,,,,,,,,1,2,1,2,,,,,
13,34075,,429.677,1,2021,62,14,4,2,2,2,47,2,60688,,2,2,5,2,,21,26,1,8,48,2,2,2,1,4,1500,2,,48,,,,,,,,,,,,2,,1,1,,,,,
11,25928,,557.8631,1,2021,210,88,6,3,3,1,25,1,60002,,2,1,5,7,2,,,,,,,,,,,,,,,,2,,,,8,,,,1,52,2,,3,2,,,,,
4,8018,,2392.525,1,2021,757,85,5,4,3,2,20,1,60002,1,2,2,5,7,2,,,,,,,,,,,,,,,,2,,,,8,,,,2,,,,3,2,,,,,
16,41713,,356.3155,1,2021,473,4,2,1,1,1,38,2,24015,,2,2,5,1,,71,41,2,8,24,2,2,2,1,3,500,1,1,32,20,,,,,,,,,,,1,41,1,2,,,,,
12,26441,,977.0679,1,2021,485,88,6,4,3,2,10,1,10014,1,,,,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,
8,18182,,352.5806,1,2021,364,85,6,1,1,1,57,2,10015,,2,2,5,1,,92,1,1,8,48,2,2,2,1,3,350,2,,48,,,,,,,,,,,,1,1,1,2,,,,,
5,10041,,1448.3163,1,2021,99,88,7,3,3,1,31,1,61013,,1,2,5,1,,51,56,1,8,48,2,2,2,1,4,310,2,,48,,,,,,,,,,,,1,56,1,1,,,,,
15,38899,,1020.7876,1,2021,375,85,6,5,3,1,9,1,10012,1,,,,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
15,37974,,100.4187,1,2021,48,15,6,1,1,1,71,2,60412,,2,2,5,7,2,,,,,,,,,,,,,,,,2,,,,6,,,,1,83,2,,3,2,,,,,
15,38792,,908.0531,1,2021,672,87,6,1,1,2,59,3,0,,2,2,5,7,2,,,,,,,,,,,,,,,,2,,,,7,,,,1,52,2,,3,1,,,,,
16,40509,,201.8198,1,2021,107,37,4,2,2,2,66,2,24015,,2,2,5,7,2,,,,,,,,,,,,,,,,2,,,,7,,,,1,52,2,,3,2,,,,,
6,14400,,283.6257,1,2021,82,38,5,2,3,2,24,1,61015,2,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,
8,17959,,145.8957,1,2021,8,10,6,6,6,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
6,11873,,542.5864,1,2021,321,86,5,2,3,1,38,1,24015,,2,2,5,1,,61,1,1,3,6,2,2,2,3,,,2,,6,20,,,,,,,,,,,1,1,1,2,,,,,
8,18218,,415.0428,1,2021,194,85,11,10,3,2,8,1,10013,1,,,,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,
13,29650,,194.117,1,2021,108,39,6,6,7,2,72,3,10018,,2,2,5,7,2,,,,,,,,,,,,,,,,2,,,,6,,,,2,,,,3,1,,,,,
15,39043,,544.1812,1,2021,62,58,5,3,3,1,12,1,10018,1,,,,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
7,15243,,862.8729,1,2021,797,86,9,8,3,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
14,36248,,440.4223,1,2021,346,14,5,4,3,1,9,1,10013,1,,,,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,
13,31297,,207.3668,1,2021,249,38,4,2,3,1,6,1,2000,1,,,,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
4,7471,,3491.4814,1,2021,1526,87,10,8,3,1,12,1,10018,1,,,,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
16,40468,,173.1683,1,2021,167,38,10,2,2,2,57,2,24015,,2,2,5,7,2,,,,,,,,,,,,,,,,2,,,,7,,,,1,91,2,,3,2,,,,,
13,34917,,680.2376,1,2021,235,88,6,6,3,1,5,1,0,1,,,,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
10,22231,,214.4107,1,2021,162,10,6,6,6,1,11,1,10015,1,,,,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
16,41334,,210.6371,1,2021,187,14,4,2,2,2,61,2,10018,,2,2,5,7,2,,,,,,,,,,,,,,,,2,,,,6,,,,1,52,2,,3,2,,,,,
4,7327,,1943.7741,1,2021,562,85,5,5,3,1,9,1,10012,1,,,,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
3,5199,,1689.972,1,2021,602,86,4,4,3,2,24,1,10018,2,2,2,5,3,,75,13,1,8,40,1,2,2,1,1,400,2,,40,,,,,,,,,,,,1,13,1,1,,,,,
8,18870,,348.6092,1,2021,239,88,4,3,3,1,15,1,24013,1,2,2,5,3,,93,47,2,2,14,2,2,1,6,,,2,,14,29,,,,,,,,,,,2,,1,2,,,,,
15,39484,,169.1235,1,2021,56,10,9,9,3,2,8,1,0,2,,,,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,
11,25167,,384.2253,1,2021,506,86,5,1,1,1,53,2,10013,,2,2,5,1,,92,1,1,8,24,2,2,2,1,3,350,2,,24,20,,,,,,,,,,,1,1,1,2,,,,,
5,9327,,844.1313,1,2021,802,87,8,5,6,1,7,1,0,2,,,,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,
3,5976,,235.771,1,2021,154,86,5,4,3,2,22,1,24013,2,2,2,5,7,2,,,,,,,,,,,,,,,,2,,,,7,,,,2,,,,3,2,,,,,
6,13670,,523.9209,1,2021,93,28,9,6,6,1,13,1,24011,1,,,,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
10,21487,,812.9357,1,2021,749,85,6,2,2,2,33,2,24015,,2,2,5,7,2,,,,,,,,,,,,,,,,2,,,,7,,,,1,91,2,,3,2,,,,,
10,23467,,298.245,1,2021,274,12,5,3,3,1,27,1,10011,,2,2,5,1,,81,10,1,12,72,2,2,2,1,1,365,2,,72,12,,,,,,,,,,,1,10,1,1,,,,,
1,1269,,1393.0616,1,2021,469,88,4,1,1,2,77,3,10018,,1,2,5,7,2,,,,,,,,,,,,,,,,2,,,,6,,,,1,75,2,,3,2,,,,,
7,14853,,2338.5795,1,2021,620,85,6,6,2,2,41,2,10012,,2,2,5,7,2,,,,,,,,,,,,,,,,2,,,,7,,,,1,51,2,,3,2,,,,,
2,2358,,1195.7084,1,2021,128,86,7,4,3,2,21,1,60732,2,2,2,5,7,2,,,,,,,,,,,,,,,,2,,,,9,,,,1,51,2,,3,2,,,,,
8,18263,,478.4418,1,2021,24,85,7,6,3,1,5,1,0,2,,,,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,
6,13602,,343.1299,1,2021,35,25,6,3,5,2,39,2,40612,,1,2,5,1,,41,82,1,8,48,2,2,2,1,3,350,2,,48,,,,,,,,,,,,1,82,1,1,,,,,
3,4274,,1304.2251,1,2021,57,87,4,2,2,2,46,2,10018,,2,2,5,1,,91,96,1,10,60,2,2,2,0,4,160,2,,60,12,,,,,,,,,,,1,96,1,2,,,,,
5,9687,,394.5263,1,2021,141,7,6,6,3,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,
13,29486,,203.4857,1,2021,154,39,5,5,10,2,61,1,24015,,2,2,5,3,,91,96,1,8,48,2,2,2,0,4,135,2,,48,,,,,,,,,,,,1,96,1,1,,,,,
16,41635,,441.6797,1,2021,218,4,6,5,3,1,10,1,10014,1,,,,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,
4,7989,,1866.4937,1,2021,1795,88,2,2,3,1,37,1,24015,,2,2,5,1,,51,49,1,8,48,2,2,2,1,4,537,2,,48,,,,,,,,,,,,1,49,1,1,,,,,
4,9062,,1665.6504,1,2021,1579,85,5,4,6,1,22,1,24015,2,2,2,5,1,,71,41,3,8,48,2,2,2,1,3,400,2,,48,,,,,,,,,,,,1,41,1,1,,,,,
2,2194,,661.8878,1,2021,804,86,5,5,6,2,8,1,0,2,,,,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
4,8965,,1829.5212,1,2021,613,88,5,3,3,2,19,1,34013,1,2,2,5,7,2,,,,,,,,,,,,,,,,2,,,,8,,,,2,,,,3,1,,,,,
11,24659,,1521.9694,1,2021,1048,85,6,6,3,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
16,40100,,233.1452,1,2021,228,13,7,1,1,1,40,2,24015,,2,2,5,1,,94,56,2,8,40,2,2,2,1,3,300,2,,40,,,,,,,,,,,,2,,1,1,,,,,
16,41598,,446.2063,1,2021,502,3,3,3,8,1,32,1,0,,2,2,5,1,,62,3,1,6,42,2,2,2,3,,,2,,42,,,,,,,,,,,,1,3,1,2,,,,,
9,20146,,590.999,1,2021,837,88,6,5,3,1,8,1,10011,1,,,,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,
8,18601,,263.3016,1,2021,111,88,6,1,1,1,58,2,60713,,2,2,5,1,,83,49,1,9,18,2,2,2,3,,,2,,18,32,,,,,,,,,,,1,49,1,2,,,,,
4,7387,,2934.7084,1,2021,496,87,4,3,3,1,17,1,34011,1,2,2,5,7,2,,,,,,,,,,,,,,,,2,,,,8,,,,2,,,,3,2,,,,,
17,42372,,254.0274,1,2021,258,23,7,5,3,2,19,1,34013,1,2,2,5,1,,92,1,2,9,63,1,2,2,6,,,2,,63,13,,,,,,,,,,,1,1,1,2,,,,,
14,36098,,399.5015,1,2021,57,15,4,1,1,1,32,2,24011,,2,2,5,1,,61,1,1,8,24,1,2,2,3,,,2,,24,20,,,,,,,,,,,1,1,1,2,,,,,
16,40011,,180.5756,1,2021,178,15,5,5,3,1,6,1,1000,1,,,,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
15,39680,,204.9063,1,2021,94,12,3,3,3,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,
17,42517,,313.7828,1,2021,350,24,5,3,3,1,23,1,24012,2,2,2,5,1,,92,1,1,5,35,2,2,2,5,6,,2,,35,20,,,,,,,,,,,1,1,1,2,,,,,
12,27324,,585.4619,1,2021,241,85,8,1,1,1,44,2,10015,,2,2,5,1,,92,1,2,8,48,2,2,2,1,3,100,2,,48,,,,,,,,,,,,1,1,1,2,,,,,
17,43210,,720.6785,1,2021,519,61,2,1,1,1,38,2,0,,2,2,5,1,,52,47,1,8,40,2,2,2,3,,,2,,40,,,,,,,,,,,,1,47,1,1,,,,,
15,39736,,207.8605,1,2021,95,11,4,2,2,2,51,2,10018,,2,2,5,7,2,,,,,,,,,,,,,,,,2,,,,1,1,1,1,1,95,2,,2,2,,,,,
14,37456,,173.9553,1,2021,115,12,12,8,3,2,19,2,60001,2,2,2,5,7,2,,,,,,,,,,,,,,,,2,,,,7,,,,1,92,2,,3,2,,,,,
5,11296,,352.0166,1,2021,282,85,5,3,3,1,18,1,35011,1,2,2,5,7,2,,,,,,,,,,,,,,,,2,,,,8,,,,2,,,,3,2,,,,,
4,7494,,3573.2603,1,2021,2556,87,4,4,3,1,5,1,1000,1,,,,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
13,30101,,488.0084,1,2021,205,3,5,1,1,1,38,2,60002,,2,2,5,2,,14,47,1,5,35,2,2,2,3,,,2,,35,22,,,,,,,,,,,1,47,1,1,,,,,
13,33068,,333.943,1,2021,382,12,9,5,3,1,22,1,60001,1,2,2,5,7,2,,,,,,,,,,,,,,,,2,,,,8,,,,2,,,,3,1,,,,,
13,34770,,62.69,1,2021,19,4,7,2,2,2,57,2,60004,,2,2,5,1,,52,47,1,6,30,2,2,2,3,,,2,,30,30,,,,,,,,,,,1,47,1,1,,,,,
8,19587,,72.5813,1,2021,14,7,2,1,1,1,74,2,60111,,2,2,5,7,2,,,,,,,,,,,,,,,,2,,,,6,,,,1,73,2,,3,2,,,,,
15,37883,,209.3422,1,2021,175,13,5,5,3,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,
3,5770,,385.8745,1,2021,92,87,5,5,4,2,52,1,10014,,2,2,5,7,2,,,,,,,,,,,,,,,,2,,,,3,,2,2,2,,,,3,2,,,,,
11,25369,,260.5064,1,2021,198,3,6,5,6,2,16,1,34011,1,2,2,5,7,2,,,,,,,,,,,,,,,,2,,,,8,,,,2,,,,3,2,,,,,
13,34930,,499.7389,1,2021,235,88,10,6,6,2,15,1,24012,1,2,2,5,7,2,,,,,,,,,,,,,,,,2,,,,8,,,,2,,,,3,1,,,,,
13,29782,,345.3268,1,2021,17,40,4,4,3,1,7,1,10011,1,,,,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
14,37458,,161.0316,1,2021,115,12,6,5,3,2,12,1,24011,1,,,,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,
3,6532,,155.7887,1,2021,139,17,5,3,3,2,9,1,10013,1,,,,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
14,35748,,379.1998,1,2021,59,40,4,3,3,2,13,1,24011,1,,,,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
